resultat image
apple-10.pgm 279.732
apple-11.pgm 388.583
apple-12.pgm 301.487
apple-13.pgm 355.768
apple-14.pgm 255.406
apple-1.pgm 238.83
apple-20.pgm 187.939
apple-2.pgm 117.685
apple-3.pgm 379.15
apple-4.pgm 189.774
apple-5.pgm 331.83
apple-6.pgm 177.73
apple-7.pgm 399.621
apple-8.pgm 236.022
apple-9.pgm 424.587
bat-10.pgm 22770
bat-11.pgm 22373.9
bat-12.pgm 5819.57
bat-13.pgm 5349.84
bat-14.pgm 24034.1
bat-1.pgm 13765.3
bat-20.pgm 12509.7
bat-2.pgm 18312.5
bat-3.pgm 16646.4
bat-4.pgm 18777
bat-5.pgm 18145.3
bat-6.pgm 12524.2
bat-7.pgm 12865
bat-8.pgm 4568.65
bat-9.pgm 3719.68
beetle-10.pgm 7878.03
beetle-11.pgm 1844.25
beetle-12.pgm 1924.36
beetle-13.pgm 2830.14
beetle-14.pgm 3273.21
beetle-1.pgm 32021.7
beetle-20.pgm 15239.5
beetle-2.pgm 7316.1
beetle-3.pgm 2634.58
beetle-4.pgm 6601.38
beetle-5.pgm 3242.75
beetle-6.pgm 3194.96
beetle-7.pgm 3435.32
beetle-8.pgm 3139.77
beetle-9.pgm 11349.1
bell-10.pgm 4142.41
bell-11.pgm 1252.73
bell-12.pgm 1252.73
bell-13.pgm 1799.25
bell-14.pgm 1799.25
bell-1.pgm 1182.54
bell-20.pgm 2546.84
bell-2.pgm 122.951
bell-3.pgm 1218.91
bell-4.pgm 208.927
bell-5.pgm 1358.47
bell-6.pgm 968.874
bell-7.pgm 968.874
bell-8.pgm 1376.53
bell-9.pgm 1376.53
bird-10.pgm 3825.35
bird-11.pgm 5800.4
bird-12.pgm 3732.49
bird-13.pgm 1514.5
bird-14.pgm 1205.03
bird-1.pgm 6370.72
bird-20.pgm 9930.71
bird-2.pgm 1970.39
bird-3.pgm 6655.15
bird-4.pgm 6272.52
bird-5.pgm 4037.95
bird-6.pgm 3966.67
bird-7.pgm 4384.38
bird-8.pgm 4323.82
bird-9.pgm 5402.47
Bone-10.pgm 8759.45
Bone-11.pgm 16182.5
Bone-12.pgm 16560.2
Bone-13.pgm 8028.58
Bone-14.pgm 14419.3
Bone-1.pgm 14419.3
Bone-20.pgm 10733.3
Bone-2.pgm 14419.3
Bone-3.pgm 14429.1
Bone-4.pgm 16818.3
Bone-5.pgm 14554.3
Bone-6.pgm 12760.2
Bone-7.pgm 11008.6
Bone-8.pgm 9835.69
Bone-9.pgm 14429.1
bottle-01.pgm 312.388
bottle-02.pgm 488.395
bottle-03.pgm 293.408
bottle-04.pgm 596.512
bottle-05.pgm 389.611
bottle-06.pgm 594.357
bottle-07.pgm 984.053
bottle-08.pgm 419.747
bottle-09.pgm 455.307
bottle-10.pgm 385.948
bottle-11.pgm 524.652
bottle-12.pgm 304.019
bottle-13.pgm 334.441
bottle-14.pgm 390.105
bottle-20.pgm 737.996
brick-01.pgm 758.4
brick-02.pgm 906.918
brick-03.pgm 1230.94
brick-04.pgm 795.094
brick-05.pgm 965.49
brick-06.pgm 1176.61
brick-07.pgm 1095.76
brick-08.pgm 918.915
brick-09.pgm 1163.14
brick-10.pgm 954.975
brick-11.pgm 1051.35
brick-12.pgm 830.859
brick-13.pgm 1124.72
brick-14.pgm 828.608
