resultat image
apple-10.pgm 0.141354
apple-11.pgm 0.149785
apple-12.pgm 0.147402
apple-13.pgm 0.137663
apple-14.pgm 0.156383
apple-1.pgm 0.136923
apple-20.pgm 0.112952
apple-2.pgm 0.0969789
apple-3.pgm 0.155627
apple-4.pgm 0.131224
apple-5.pgm 0.14381
apple-6.pgm 0.11332
apple-7.pgm 0.149441
apple-8.pgm 0.131072
apple-9.pgm 0.145156
bat-10.pgm 0.361836
bat-11.pgm 0.357485
bat-12.pgm 0.300482
bat-13.pgm 0.29393
bat-14.pgm 0.351088
bat-1.pgm 0.276726
bat-20.pgm 0.277463
bat-2.pgm 0.294143
bat-3.pgm 0.292509
bat-4.pgm 0.285719
bat-5.pgm 0.285834
bat-6.pgm 0.301489
bat-7.pgm 0.306949
bat-8.pgm 0.242308
bat-9.pgm 0.251888
beetle-10.pgm 0.315696
beetle-11.pgm 0.187197
beetle-12.pgm 0.188722
beetle-13.pgm 0.231656
beetle-14.pgm 0.183377
beetle-1.pgm 0.298365
beetle-20.pgm 0.300369
beetle-2.pgm 0.234716
beetle-3.pgm 0.188567
beetle-4.pgm 0.238334
beetle-5.pgm 0.221887
beetle-6.pgm 0.220728
beetle-7.pgm 0.194259
beetle-8.pgm 0.187117
beetle-9.pgm 0.315259
bell-10.pgm 0.207406
bell-11.pgm 0.273649
bell-12.pgm 0.273649
bell-13.pgm 0.216421
bell-14.pgm 0.216421
bell-1.pgm 0.202551
bell-20.pgm 0.250946
bell-2.pgm 0.207215
bell-3.pgm 0.221133
bell-4.pgm 0.2126
bell-5.pgm 0.229403
bell-6.pgm 0.28957
bell-7.pgm 0.28957
bell-8.pgm 0.215779
bell-9.pgm 0.215779
bird-10.pgm 0.297696
bird-11.pgm 0.331127
bird-12.pgm 0.304499
bird-13.pgm 0.330939
bird-14.pgm 0.297687
bird-1.pgm 0.302773
bird-20.pgm 0.325291
bird-2.pgm 0.220148
bird-3.pgm 0.237502
bird-4.pgm 0.237652
bird-5.pgm 0.251439
bird-6.pgm 0.252211
bird-7.pgm 0.343179
bird-8.pgm 0.343185
bird-9.pgm 0.331351
Bone-10.pgm 0.298906
Bone-11.pgm 0.34105
Bone-12.pgm 0.33244
Bone-13.pgm 0.340942
Bone-14.pgm 0.353579
Bone-1.pgm 0.353579
Bone-20.pgm 0.375488
Bone-2.pgm 0.353579
Bone-3.pgm 0.353584
Bone-4.pgm 0.370059
Bone-5.pgm 0.35668
Bone-6.pgm 0.351935
Bone-7.pgm 0.353549
Bone-8.pgm 0.335824
Bone-9.pgm 0.353584
bottle-01.pgm 0.183839
bottle-02.pgm 0.265825
bottle-03.pgm 0.157895
bottle-04.pgm 0.192346
bottle-05.pgm 0.191482
bottle-06.pgm 0.20191
bottle-07.pgm 0.346547
bottle-08.pgm 0.174081
bottle-09.pgm 0.230204
bottle-10.pgm 0.168995
bottle-11.pgm 0.242707
bottle-12.pgm 0.179354
bottle-13.pgm 0.190216
bottle-14.pgm 0.204332
bottle-20.pgm 0.263672
brick-01.pgm 0.174548
brick-02.pgm 0.188653
brick-03.pgm 0.202143
brick-04.pgm 0.185813
brick-05.pgm 0.192451
brick-06.pgm 0.22161
brick-07.pgm 0.207967
brick-08.pgm 0.208475
brick-09.pgm 0.180664
brick-10.pgm 0.20311
brick-11.pgm 0.183144
brick-12.pgm 0.196339
brick-13.pgm 0.19354
brick-14.pgm 0.187662
brick-20.pgm 0.18475
butterfly-10.pgm 0.20277
butterfly-11.pgm 0.202513
butterfly-12.pgm 0.300499
butterfly-13.pgm 0.299784
butterfly-14.pgm 0.325003
butterfly-1.pgm 0.160598
butterfly-20.pgm 0.321268
butterfly-2.pgm 0.162155
butterfly-3.pgm 0.289935
butterfly-4.pgm 0.289889
butterfly-5.pgm 0.11191
butterfly-6.pgm 0.113264
butterfly-7.pgm 0.304139
butterfly-8.pgm 0.303233
butterfly-9.pgm 0.322692
camel-10.pgm 0.151448
camel-11.pgm 0.172975
camel-12.pgm 0.248965
camel-13.pgm 0.186603
camel-14.pgm 0.235693
camel-1.pgm 0.158019
camel-20.pgm 0.250082
camel-2.pgm 0.242782
camel-3.pgm 0.197825
camel-4.pgm 0.204129
camel-5.pgm 0.299565
camel-6.pgm 0.196946
camel-7.pgm 0.247143
camel-8.pgm 0.248756
camel-9.pgm 0.232618
car-01.pgm 0.183958
car-02.pgm 0.185928
car-03.pgm 0.317284
car-04.pgm 0.208476
car-05.pgm 0.192564
car-06.pgm 0.205061
car-07.pgm 0.185299
car-08.pgm 0.182676
car-09.pgm 0.178554
car-10.pgm 0.179783
car-11.pgm 0.202121
car-12.pgm 0.187004
car-13.pgm 0.200905
car-14.pgm 0.20606
car-20.pgm 0.191434
carriage-01.pgm 0.218175
carriage-02.pgm 0.309838
carriage-03.pgm 0.206861
carriage-04.pgm 0.304937
carriage-05.pgm 0.206676
carriage-06.pgm 0.3305
carriage-07.pgm 0.204451
carriage-08.pgm 0.204065
carriage-09.pgm 0.210862
carriage-10.pgm 0.198012
carriage-11.pgm 0.217998
carriage-12.pgm 0.212479
carriage-13.pgm 0.324276
carriage-14.pgm 0.209964
carriage-20.pgm 0.331066
cattle-10.pgm 0.245787
cattle-11.pgm 0.244688
cattle-12.pgm 0.233155
cattle-13.pgm 0.233505
cattle-14.pgm 0.269395
cattle-1.pgm 0.263641
cattle-20.pgm 0.283496
cattle-2.pgm 0.303683
cattle-3.pgm 0.301406
cattle-4.pgm 0.313631
cattle-5.pgm 0.314732
cattle-6.pgm 0.288727
cattle-7.pgm 0.308982
cattle-8.pgm 0.228842
cattle-9.pgm 0.232361
cellular_phone-10.pgm 0.175412
cellular_phone-11.pgm 0.204607
cellular_phone-12.pgm 0.177063
cellular_phone-13.pgm 0.157648
cellular_phone-14.pgm 0.200274
cellular_phone-1.pgm 0.14271
cellular_phone-20.pgm 0.175001
cellular_phone-2.pgm 0.14752
cellular_phone-3.pgm 0.340062
cellular_phone-4.pgm 0.247519
cellular_phone-5.pgm 0.31529
cellular_phone-6.pgm 0.218943
cellular_phone-7.pgm 0.196488
cellular_phone-8.pgm 0.261124
cellular_phone-9.pgm 0.291661
chicken-10.pgm 0.2696
chicken-11.pgm 0.269593
chicken-12.pgm 0.220832
chicken-13.pgm 0.189454
chicken-14.pgm 0.189217
chicken-1.pgm 0.224474
chicken-20.pgm 0.224474
chicken-2.pgm 0.24606
chicken-3.pgm 0.247387
chicken-4.pgm 0.276398
chicken-5.pgm 0.275653
chicken-6.pgm 0.239391
chicken-7.pgm 0.239391
chicken-8.pgm 0.265971
chicken-9.pgm 0.26605
children-10.pgm 0.212462
children-11.pgm 0.21766
children-12.pgm 0.214445
children-13.pgm 0.25561
children-14.pgm 0.270502
children-1.pgm 0.218186
children-20.pgm 0.256674
children-2.pgm 0.223555
children-3.pgm 0.216373
children-4.pgm 0.215789
children-5.pgm 0.208132
children-6.pgm 0.207977
children-7.pgm 0.206358
children-8.pgm 0.204632
children-9.pgm 0.218325
chopper-01.pgm 0.220637
chopper-02.pgm 0.212977
chopper-03.pgm 0.215263
chopper-04.pgm 0.226407
chopper-05.pgm 0.222969
chopper-06.pgm 0.216468
chopper-07.pgm 0.216284
chopper-08.pgm 0.22657
chopper-09.pgm 0.225152
chopper-10.pgm 0.245307
chopper-11.pgm 0.226697
chopper-12.pgm 0.227608
chopper-13.pgm 0.244431
chopper-14.pgm 0.250375
chopper-20.pgm 0.252336
classic-10.pgm 0.22026
