resultat image
apple-10.pgm 0.503413
apple-11.pgm 0.467141
apple-12.pgm 0.508845
apple-13.pgm 0.499061
apple-14.pgm 0.509593
apple-1.pgm 0.524144
apple-20.pgm 0.531198
apple-2.pgm 0.521307
apple-3.pgm 0.486007
apple-4.pgm 0.462522
apple-5.pgm 0.481005
apple-6.pgm 0.506518
apple-7.pgm 0.520355
apple-8.pgm 0.486276
apple-9.pgm 0.505046
bat-10.pgm 0.28375
bat-11.pgm 0.283392
bat-12.pgm 0.26843
bat-13.pgm 0.268558
bat-14.pgm 0.286844
bat-1.pgm 0.253238
bat-20.pgm 0.254425
bat-2.pgm 0.26427
bat-3.pgm 0.26427
bat-4.pgm 0.251417
bat-5.pgm 0.25161
bat-6.pgm 0.257981
bat-7.pgm 0.256243
bat-8.pgm 0.285481
bat-9.pgm 0.282656
beetle-10.pgm 0.238431
beetle-11.pgm 0.318314
beetle-12.pgm 0.312898
beetle-13.pgm 0.305535
beetle-14.pgm 0.334903
beetle-1.pgm 0.230805
beetle-20.pgm 0.230517
beetle-2.pgm 0.260832
beetle-3.pgm 0.387251
beetle-4.pgm 0.342803
beetle-5.pgm 0.346926
beetle-6.pgm 0.344405
beetle-7.pgm 0.240572
beetle-8.pgm 0.235901
beetle-9.pgm 0.233346
bell-10.pgm 0.408477
bell-11.pgm 0.412037
bell-12.pgm 0.412037
bell-13.pgm 0.40477
bell-14.pgm 0.40477
bell-1.pgm 0.419865
bell-20.pgm 0.410087
bell-2.pgm 0.433078
bell-3.pgm 0.420997
bell-4.pgm 0.410288
bell-5.pgm 0.399578
bell-6.pgm 0.413686
bell-7.pgm 0.413686
bell-8.pgm 0.406789
bell-9.pgm 0.406789
bird-10.pgm 0.260952
bird-11.pgm 0.260299
bird-12.pgm 0.265883
bird-13.pgm 0.285986
bird-14.pgm 0.326008
bird-1.pgm 0.329191
bird-20.pgm 0.288279
bird-2.pgm 0.369847
bird-3.pgm 0.265349
bird-4.pgm 0.263899
bird-5.pgm 0.253028
bird-6.pgm 0.25213
bird-7.pgm 0.33681
bird-8.pgm 0.338266
bird-9.pgm 0.27304
Bone-10.pgm 0.23859
Bone-11.pgm 0.192503
Bone-12.pgm 0.196861
Bone-13.pgm 0.25267
Bone-14.pgm 0.32846
Bone-1.pgm 0.236644
Bone-20.pgm 0.236144
Bone-2.pgm 0.228419
Bone-3.pgm 0.196837
Bone-4.pgm 0.227685
Bone-5.pgm 0.240006
Bone-6.pgm 0.239223
Bone-7.pgm 0.233408
Bone-8.pgm 0.235638
Bone-9.pgm 0.225939
bottle-01.pgm 0.306426
bottle-02.pgm 0.319595
bottle-03.pgm 0.272798
bottle-04.pgm 0.297964
bottle-05.pgm 0.28303
bottle-06.pgm 0.284403
bottle-07.pgm 0.299365
bottle-08.pgm 0.305881
bottle-09.pgm 0.288889
bottle-10.pgm 0.296287
bottle-11.pgm 0.317465
bottle-12.pgm 0.284241
bottle-13.pgm 0.314591
bottle-14.pgm 0.307717
bottle-20.pgm 0.30182
brick-01.pgm 0.310156
brick-02.pgm 0.300701
brick-03.pgm 0.31178
brick-04.pgm 0.305986
brick-05.pgm 0.312527
brick-06.pgm 0.293407
brick-07.pgm 0.313857
brick-08.pgm 0.2917
brick-09.pgm 0.332342
brick-10.pgm 0.279486
brick-11.pgm 0.305208
brick-12.pgm 0.287605
brick-13.pgm 0.326594
brick-14.pgm 0.281593
brick-20.pgm 0.286532
butterfly-10.pgm 0.132642
butterfly-11.pgm 0.131324
butterfly-12.pgm 0.260459
butterfly-13.pgm 0.258296
butterfly-14.pgm 0.281339
butterfly-1.pgm 0.124506
butterfly-20.pgm 0.161227
butterfly-2.pgm 0.122751
butterfly-3.pgm 0.228937
butterfly-4.pgm 0.22872
butterfly-5.pgm 0.26823
butterfly-6.pgm 0.268749
butterfly-7.pgm 0.123286
butterfly-8.pgm 0.12463
butterfly-9.pgm 0.161227
camel-10.pgm 0.297351
camel-11.pgm 0.281122
camel-12.pgm 0.297142
camel-13.pgm 0.31887
camel-14.pgm 0.322143
camel-1.pgm 0.29315
camel-20.pgm 0.295688
camel-2.pgm 0.29863
camel-3.pgm 0.319989
camel-4.pgm 0.241969
camel-5.pgm 0.31886
camel-6.pgm 0.296963
camel-7.pgm 0.322907
camel-8.pgm 0.279102
camel-9.pgm 0.307935
car-01.pgm 0.353662
car-02.pgm 0.348403
car-03.pgm 0.355249
car-04.pgm 0.357571
car-05.pgm 0.336446
car-06.pgm 0.349822
car-07.pgm 0.354443
car-08.pgm 0.34508
car-09.pgm 0.361635
car-10.pgm 0.344502
car-11.pgm 0.349767
car-12.pgm 0.341904
car-13.pgm 0.358818
car-14.pgm 0.353691
car-20.pgm 0.334306
carriage-01.pgm 0.253003
carriage-02.pgm 0.278536
carriage-03.pgm 0.249096
carriage-04.pgm 0.244389
carriage-05.pgm 0.268491
carriage-06.pgm 0.25206
carriage-07.pgm 0.248153
carriage-08.pgm 0.257721
carriage-09.pgm 0.289298
carriage-10.pgm 0.270003
carriage-11.pgm 0.263557
carriage-12.pgm 0.270028
carriage-13.pgm 0.276492
carriage-14.pgm 0.255323
carriage-20.pgm 0.265031
cattle-10.pgm 0.288779
cattle-11.pgm 0.288198
cattle-12.pgm 0.155493
cattle-13.pgm 0.155493
cattle-14.pgm 0.191657
cattle-1.pgm 0.185578
cattle-20.pgm 0.184667
cattle-2.pgm 0.250846
cattle-3.pgm 0.250521
cattle-4.pgm 0.152875
cattle-5.pgm 0.151438
cattle-6.pgm 0.206591
cattle-7.pgm 0.205729
cattle-8.pgm 0.165384
cattle-9.pgm 0.164604
cellular_phone-10.pgm 0.312919
cellular_phone-11.pgm 0.313448
cellular_phone-12.pgm 0.316166
cellular_phone-13.pgm 0.308061
cellular_phone-14.pgm 0.325656
cellular_phone-1.pgm 0.319842
cellular_phone-20.pgm 0.312342
cellular_phone-2.pgm 0.30833
cellular_phone-3.pgm 0.268552
cellular_phone-4.pgm 0.29918
cellular_phone-5.pgm 0.294258
cellular_phone-6.pgm 0.329753
cellular_phone-7.pgm 0.333235
cellular_phone-8.pgm 0.304645
cellular_phone-9.pgm 0.299193
chicken-10.pgm 0.333623
chicken-11.pgm 0.333623
chicken-12.pgm 0.301606
chicken-13.pgm 0.327163
chicken-14.pgm 0.327163
chicken-1.pgm 0.319175
chicken-20.pgm 0.319175
chicken-2.pgm 0.274849
chicken-3.pgm 0.272445
chicken-4.pgm 0.268588
chicken-5.pgm 0.267468
chicken-6.pgm 0.339203
chicken-7.pgm 0.339203
chicken-8.pgm 0.327134
chicken-9.pgm 0.327134
children-10.pgm 0.310685
children-11.pgm 0.310709
children-12.pgm 0.312208
children-13.pgm 0.311673
children-14.pgm 0.307124
children-1.pgm 0.30625
children-20.pgm 0.308937
children-2.pgm 0.311286
children-3.pgm 0.307171
children-4.pgm 0.311653
children-5.pgm 0.313059
children-6.pgm 0.312817
children-7.pgm 0.313955
children-8.pgm 0.311403
children-9.pgm 0.310567
chopper-01.pgm 0.37674
chopper-02.pgm 0.418477
chopper-03.pgm 0.40546
chopper-04.pgm 0.408147
chopper-05.pgm 0.404038
chopper-06.pgm 0.399323
chopper-07.pgm 0.403657
chopper-08.pgm 0.402414
chopper-09.pgm 0.387181
chopper-10.pgm 0.399125
chopper-11.pgm 0.38755
chopper-12.pgm 0.381527
chopper-13.pgm 0.368818
chopper-14.pgm 0.389089
chopper-20.pgm 0.376125
classic-10.pgm 0.359033
classic-11.pgm 0.359033
classic-12.pgm 0.331734
classic-13.pgm 0.326153
classic-14.pgm 0.323453
classic-1.pgm 0.324905
classic-20.pgm 0.324905
classic-2.pgm 0.314957
classic-3.pgm 0.314957
classic-4.pgm 0.318521
classic-5.pgm 0.318521
classic-6.pgm 0.346696
classic-7.pgm 0.346696
classic-8.pgm 0.31671
classic-9.pgm 0.31671
Comma-10.pgm 0.362207
Comma-11.pgm 0.3582
Comma-12.pgm 0.365499
Comma-13.pgm 0.366161
Comma-14.pgm 0.346569
Comma-1.pgm 0.353684
Comma-20.pgm 0.374958
Comma-2.pgm 0.355608
Comma-3.pgm 0.360425
Comma-4.pgm 0.360924
Comma-5.pgm 0.362174
Comma-6.pgm 0.33896
Comma-7.pgm 0.371797
Comma-8.pgm 0.402763
Comma-9.pgm 0.394022
crown-10.pgm 0.112176
crown-11.pgm 0.277442
crown-12.pgm 0.474952
crown-13.pgm 0.274956
crown-14.pgm 0.249436
crown-1.pgm 0.364858
crown-20.pgm 0.221228
crown-2.pgm 0.382286
crown-3.pgm 0.294723
crown-4.pgm 0.454904
crown-5.pgm 0.291321
crown-6.pgm 0.360887
crown-7.pgm 0.42443
crown-8.pgm 0.390025
crown-9.pgm 0.369178
cup-10.pgm 0.484297
cup-11.pgm 0.382785
cup-12.pgm 0.436857
cup-13.pgm 0.449808
cup-14.pgm 0.411803
cup-1.pgm 0.444747
cup-20.pgm 0.375985
cup-2.pgm 0.383521
cup-3.pgm 0.435042
cup-4.pgm 0.427831
cup-5.pgm 0.441782
cup-6.pgm 0.409259
cup-7.pgm 0.403537
cup-8.pgm 0.385005
cup-9.pgm 0.409956
deer-10.pgm 0.280445
deer-11.pgm 0.280445
deer-12.pgm 0.280896
deer-13.pgm 0.280896
deer-14.pgm 0.244035
deer-1.pgm 0.241899
deer-20.pgm 0.246732
deer-2.pgm 0.243227
deer-3.pgm 0.243227
deer-4.pgm 0.241508
deer-5.pgm 0.233768
deer-6.pgm 0.20978
deer-7.pgm 0.208285
deer-8.pgm 0.287114
deer-9.pgm 0.287114
device0-10.pgm 0.323291
device0-11.pgm 0.323907
device0-12.pgm 0.31625
device0-13.pgm 0.31051
device0-14.pgm 0.199222
device0-1.pgm 0.266676
device0-20.pgm 0.226946
device0-2.pgm 0.219009
device0-3.pgm 0.266858
device0-4.pgm 0.230219
device0-5.pgm 0.342192
device0-6.pgm 0.349264
device0-7.pgm 0.21155
device0-8.pgm 0.195735
device0-9.pgm 0.203218
device1-10.pgm 0.384868
device1-11.pgm 0.4152
device1-12.pgm 0.329353
device1-13.pgm 0.13867
device1-14.pgm 0.295678
device1-1.pgm 0.133976
device1-20.pgm 0.322519
device1-2.pgm 0.463266
device1-3.pgm 0.441101
device1-4.pgm 0.369225
device1-5.pgm 0.153423
device1-6.pgm 0.397115
device1-7.pgm 0.381735
device1-8.pgm 0.295881
device1-9.pgm 0.417505
device2-10.pgm 0.270596
device2-11.pgm 0.448466
device2-12.pgm 0.474401
device2-13.pgm 0.276353
device2-14.pgm 0.428594
device2-1.pgm 0.473687
device2-20.pgm 0.278236
device2-2.pgm 0.424194
device2-3.pgm 0.256527
device2-4.pgm 0.217305
device2-5.pgm 0.253443
device2-6.pgm 0.250481
device2-7.pgm 0.448729
device2-8.pgm 0.444089
device2-9.pgm 0.471822
device3-10.pgm 0.486378
device3-11.pgm 0.495826
device3-12.pgm 0.480479
device3-13.pgm 0.186682
device3-14.pgm 0.193599
device3-1.pgm 0.502199
device3-20.pgm 0.495826
device3-2.pgm 0.496012
device3-3.pgm 0.501377
device3-4.pgm 0.480479
device3-5.pgm 0.184394
device3-6.pgm 0.51465
device3-7.pgm 0.506607
device3-8.pgm 0.173484
device3-9.pgm 0.458837
device4-10.pgm 0.402465
device4-11.pgm 0.385243
device4-12.pgm 0.375249
device4-13.pgm 0.453217
device4-14.pgm 0.171635
device4-1.pgm 0.467766
device4-20.pgm 0.437906
device4-2.pgm 0.448421
device4-3.pgm 0.464699
device4-4.pgm 0.435148
device4-5.pgm 0.189252
device4-6.pgm 0.43447
device4-7.pgm 0.16884
device4-8.pgm 0.432692
device4-9.pgm 0.415284
device5-10.pgm 0.218587
device5-11.pgm 0.312122
device5-12.pgm 0.211654
device5-13.pgm 0.234592
device5-14.pgm 0.272412
device5-1.pgm 0.195209
device5-20.pgm 0.27051
device5-2.pgm 0.272326
device5-3.pgm 0.235
device5-4.pgm 0.209764
device5-5.pgm 0.189675
device5-6.pgm 0.270356
device5-7.pgm 0.252024
device5-8.pgm 0.272854
device5-9.pgm 0.240256
device6-10.pgm 0.243878
device6-11.pgm 0.497174
device6-12.pgm 0.224562
device6-13.pgm 0.427075
device6-14.pgm 0.0845413
device6-1.pgm 0.231498
device6-20.pgm 0.52246
device6-2.pgm 0.0839528
device6-3.pgm 0.427924
device6-4.pgm 0.225772
device6-5.pgm 0.208009
device6-6.pgm 0.520406
device6-7.pgm 0.0958978
device6-8.pgm 0.389963
device6-9.pgm 0.243076
device7-10.pgm 0.293571
device7-11.pgm 0.327883
device7-12.pgm 0.292703
device7-13.pgm 0.276823
device7-14.pgm 0.211518
device7-1.pgm 0.212956
device7-20.pgm 0.199267
device7-2.pgm 0.315051
device7-3.pgm 0.295534
device7-4.pgm 0.334115
device7-5.pgm 0.295021
device7-6.pgm 0.276878
device7-7.pgm 0.248302
device7-8.pgm 0.216629
device7-9.pgm 0.310973
device8-10.pgm 0.195138
device8-11.pgm 0.20711
device8-12.pgm 0.29093
device8-13.pgm 0.224228
device8-14.pgm 0.245854
device8-1.pgm 0.329171
device8-20.pgm 0.252414
device8-2.pgm 0.258156
device8-3.pgm 0.32226
device8-4.pgm 0.291329
device8-5.pgm 0.241272
device8-6.pgm 0.25582
device8-7.pgm 0.222301
device8-8.pgm 0.25743
device8-9.pgm 0.218059
device9-10.pgm 0.257399
device9-11.pgm 0.218001
device9-12.pgm 0.392527
device9-13.pgm 0.390646
device9-14.pgm 0.245911
device9-1.pgm 0.414774
device9-20.pgm 0.558619
device9-2.pgm 0.250329
device9-3.pgm 0.54461
device9-4.pgm 0.280077
device9-5.pgm 0.240998
device9-6.pgm 0.146598
device9-7.pgm 0.33395
device9-8.pgm 0.555971
device9-9.pgm 0.17313
dog-10.pgm 0.212607
dog-11.pgm 0.222014
dog-12.pgm 0.231381
dog-13.pgm 0.231381
dog-14.pgm 0.168767
dog-1.pgm 0.300747
dog-20.pgm 0.210951
dog-2.pgm 0.217528
dog-3.pgm 0.124877
dog-4.pgm 0.215615
dog-5.pgm 0.205781
dog-6.pgm 0.0596992
dog-7.pgm 0.0585244
dog-8.pgm 0.20583
dog-9.pgm 0.20711
elephant-10.pgm 0.387259
elephant-11.pgm 0.343366
elephant-12.pgm 0.352971
elephant-13.pgm 0.32799
elephant-14.pgm 0.384542
elephant-1.pgm 0.353367
elephant-20.pgm 0.339427
elephant-2.pgm 0.357415
elephant-3.pgm 0.352961
elephant-4.pgm 0.354757
elephant-5.pgm 0.381995
elephant-6.pgm 0.351559
elephant-7.pgm 0.390486
elephant-8.pgm 0.272107
elephant-9.pgm 0.266398
face-10.pgm 0.418885
face-11.pgm 0.419377
face-12.pgm 0.41567
face-13.pgm 0.41895
face-14.pgm 0.421462
face-1.pgm 0.413804
face-20.pgm 0.409127
face-2.pgm 0.407736
face-3.pgm 0.410378
face-4.pgm 0.409584
face-5.pgm 0.415193
face-6.pgm 0.42903
face-7.pgm 0.43882
face-8.pgm 0.425207
face-9.pgm 0.410644
fish-10.pgm 0.282789
fish-11.pgm 0.293581
fish-12.pgm 0.289368
fish-13.pgm 0.288515
fish-14.pgm 0.303992
fish-1.pgm 0.328234
fish-20.pgm 0.281147
fish-2.pgm 0.306886
fish-3.pgm 0.308587
fish-4.pgm 0.304087
fish-5.pgm 0.314371
fish-6.pgm 0.156076
fish-7.pgm 0.300296
fish-8.pgm 0.308423
fish-9.pgm 0.321652
flatfish-10.pgm 0.449545
flatfish-11.pgm 0.431363
flatfish-12.pgm 0.483438
flatfish-13.pgm 0.399121
flatfish-14.pgm 0.450213
flatfish-1.pgm 0.448116
flatfish-20.pgm 0.447704
flatfish-2.pgm 0.438871
flatfish-3.pgm 0.470659
flatfish-4.pgm 0.416556
flatfish-5.pgm 0.412906
flatfish-6.pgm 0.411334
flatfish-7.pgm 0.4488
flatfish-8.pgm 0.468128
flatfish-9.pgm 0.487532
fly-10.pgm 0.327528
fly-11.pgm 0.327528
fly-12.pgm 0.190017
fly-13.pgm 0.180328
fly-14.pgm 0.216003
fly-1.pgm 0.164759
fly-20.pgm 0.164759
fly-2.pgm 0.199954
fly-3.pgm 0.199954
fly-4.pgm 0.196272
fly-5.pgm 0.196272
fly-6.pgm 0.192685
fly-7.pgm 0.192685
fly-8.pgm 0.188266
fly-9.pgm 0.188266
fork-10.pgm 0.110416
fork-11.pgm 0.208614
fork-12.pgm 0.221772
fork-13.pgm 0.219426
fork-14.pgm 0.164732
fork-1.pgm 0.179892
fork-20.pgm 0.135852
fork-2.pgm 0.188643
fork-3.pgm 0.175356
fork-4.pgm 0.164944
fork-5.pgm 0.115917
fork-6.pgm 0.173134
fork-7.pgm 0.256975
fork-8.pgm 0.198051
fork-9.pgm 0.145234
fountain-01.pgm 0.373198
fountain-02.pgm 0.360355
fountain-03.pgm 0.351343
fountain-04.pgm 0.369287
fountain-05.pgm 0.37005
fountain-06.pgm 0.364532
fountain-07.pgm 0.383386
fountain-08.pgm 0.367769
fountain-09.pgm 0.396796
fountain-10.pgm 0.38108
fountain-11.pgm 0.370989
fountain-12.pgm 0.364378
fountain-13.pgm 0.367129
fountain-14.pgm 0.364739
fountain-20.pgm 0.364879
frog-10.pgm 0.404571
frog-11.pgm 0.404961
frog-12.pgm 0.158408
frog-13.pgm 0.158408
frog-14.pgm 0.291709
frog-1.pgm 0.398242
frog-20.pgm 0.342421
frog-2.pgm 0.377807
frog-3.pgm 0.377807
frog-4.pgm 0.152912
frog-5.pgm 0.152912
frog-6.pgm 0.344584
frog-7.pgm 0.344584
frog-8.pgm 0.156301
frog-9.pgm 0.156301
Glas-10.pgm 0.327034
Glas-11.pgm 0.290606
Glas-12.pgm 0.317187
Glas-13.pgm 0.32158
Glas-14.pgm 0.321848
Glas-1.pgm 0.31796
Glas-20.pgm 0.295934
Glas-2.pgm 0.309888
Glas-3.pgm 0.321525
Glas-4.pgm 0.266066
Glas-5.pgm 0.331209
Glas-6.pgm 0.318708
Glas-7.pgm 0.329137
Glas-8.pgm 0.356861
Glas-9.pgm 0.325623
guitar-10.pgm 0.194773
guitar-11.pgm 0.374381
guitar-12.pgm 0.183677
guitar-13.pgm 0.418452
guitar-14.pgm 0.364354
guitar-1.pgm 0.365332
guitar-20.pgm 0.18507
guitar-2.pgm 0.384011
guitar-3.pgm 0.155583
guitar-4.pgm 0.381068
guitar-5.pgm 0.376515
guitar-6.pgm 0.265697
guitar-7.pgm 0.421417
guitar-8.pgm 0.354794
guitar-9.pgm 0.387125
hammer-10.pgm 0.268093
hammer-11.pgm 0.268093
hammer-12.pgm 0.281451
hammer-13.pgm 0.281451
hammer-14.pgm 0.281451
hammer-1.pgm 0.224363
hammer-20.pgm 0.234444
hammer-2.pgm 0.234444
hammer-3.pgm 0.234444
hammer-4.pgm 0.249261
hammer-5.pgm 0.249261
hammer-6.pgm 0.249261
hammer-7.pgm 0.249261
hammer-8.pgm 0.268093
hammer-9.pgm 0.268093
hat-10.pgm 0.384296
hat-11.pgm 0.296969
hat-12.pgm 0.22784
hat-13.pgm 0.278115
hat-14.pgm 0.328275
hat-1.pgm 0.228716
hat-20.pgm 0.458894
hat-2.pgm 0.605973
hat-3.pgm 0.300604
hat-4.pgm 0.453703
hat-5.pgm 0.474087
hat-6.pgm 0.439366
hat-7.pgm 0.387361
hat-8.pgm 0.413987
hat-9.pgm 0.448701
HCircle-10.pgm 0.416695
HCircle-11.pgm 0.430039
HCircle-12.pgm 0.441315
HCircle-13.pgm 0.433172
HCircle-14.pgm 0.42656
HCircle-1.pgm 0.425117
HCircle-20.pgm 0.410216
HCircle-2.pgm 0.459331
HCircle-3.pgm 0.388987
HCircle-4.pgm 0.413191
HCircle-5.pgm 0.424124
HCircle-6.pgm 0.44724
HCircle-7.pgm 0.434484
HCircle-8.pgm 0.432153
HCircle-9.pgm 0.389584
Heart-10.pgm 0.345611
Heart-11.pgm 0.32664
Heart-12.pgm 0.337583
Heart-13.pgm 0.32275
Heart-14.pgm 0.348438
Heart-1.pgm 0.326092
Heart-20.pgm 0.294631
Heart-2.pgm 0.360167
Heart-3.pgm 0.371929
Heart-4.pgm 0.399964
Heart-5.pgm 0.345334
Heart-6.pgm 0.331879
Heart-7.pgm 0.384892
Heart-8.pgm 0.336606
Heart-9.pgm 0.34562
horse-10.pgm 0.136059
horse-11.pgm 0.275352
horse-12.pgm 0.273829
horse-13.pgm 0.15626
horse-14.pgm 0.261296
horse-1.pgm 0.268414
horse-20.pgm 0.144428
horse-2.pgm 0.268046
horse-3.pgm 0.271588
horse-4.pgm 0.270095
horse-5.pgm 0.257102
horse-6.pgm 0.270632
horse-7.pgm 0.261701
horse-8.pgm 0.260469
horse-9.pgm 0.137459
horseshoe-10.pgm 0.239641
horseshoe-11.pgm 0.114859
horseshoe-12.pgm 0.120717
horseshoe-13.pgm 0.243792
horseshoe-14.pgm 0.160971
horseshoe-1.pgm 0.158776
horseshoe-20.pgm 0.188664
horseshoe-2.pgm 0.157813
horseshoe-3.pgm 0.115654
horseshoe-4.pgm 0.163973
horseshoe-5.pgm 0.0870784
horseshoe-6.pgm 0.200566
horseshoe-7.pgm 0.208582
horseshoe-8.pgm 0.22649
horseshoe-9.pgm 0.204778
jar-10.pgm 0.498381
jar-11.pgm 0.498381
jar-12.pgm 0.392913
jar-13.pgm 0.392913
jar-14.pgm 0.392913
jar-1.pgm 0.473524
jar-20.pgm 0.473524
jar-2.pgm 0.473524
jar-3.pgm 0.473524
jar-4.pgm 0.443407
jar-5.pgm 0.443407
jar-6.pgm 0.443407
jar-7.pgm 0.443407
jar-8.pgm 0.498381
jar-9.pgm 0.498381
key-10.pgm 0.420301
key-11.pgm 0.371036
key-12.pgm 0.467797
key-13.pgm 0.448264
key-14.pgm 0.433979
key-1.pgm 0.390618
key-20.pgm 0.453209
key-2.pgm 0.456686
key-3.pgm 0.405608
key-4.pgm 0.407476
key-5.pgm 0.453775
key-6.pgm 0.429335
key-7.pgm 0.375855
key-8.pgm 0.368053
key-9.pgm 0.417843
lizzard-10.pgm 0.205725
lizzard-11.pgm 0.191821
lizzard-12.pgm 0.191821
lizzard-13.pgm 0.192906
lizzard-14.pgm 0.231839
lizzard-1.pgm 0.208155
lizzard-20.pgm 0.208155
lizzard-2.pgm 0.207258
lizzard-3.pgm 0.240427
lizzard-4.pgm 0.240427
lizzard-5.pgm 0.239696
lizzard-6.pgm 0.226729
lizzard-7.pgm 0.229758
lizzard-8.pgm 0.236706
lizzard-9.pgm 0.242536
lmfish-10.pgm 0.301247
lmfish-11.pgm 0.284184
lmfish-12.pgm 0.264947
lmfish-13.pgm 0.264549
lmfish-14.pgm 0.264855
lmfish-1.pgm 0.296861
lmfish-20.pgm 0.294361
lmfish-2.pgm 0.302849
lmfish-3.pgm 0.26933
lmfish-4.pgm 0.26992
lmfish-5.pgm 0.271209
lmfish-6.pgm 0.255907
lmfish-7.pgm 0.295616
lmfish-8.pgm 0.282611
lmfish-9.pgm 0.275097
Misk-10.pgm 0.303907
Misk-11.pgm 0.37739
Misk-12.pgm 0.305757
Misk-13.pgm 0.406861
Misk-14.pgm 0.393466
Misk-1.pgm 0.390729
Misk-20.pgm 0.311334
Misk-2.pgm 0.359403
Misk-3.pgm 0.392782
Misk-4.pgm 0.398229
Misk-5.pgm 0.312358
Misk-6.pgm 0.406366
Misk-7.pgm 0.364771
Misk-8.pgm 0.422646
Misk-9.pgm 0.360324
octopus-10.pgm 0.355197
octopus-11.pgm 0.375227
octopus-12.pgm 0.243397
octopus-13.pgm 0.271566
octopus-14.pgm 0.321403
octopus-1.pgm 0.446089
octopus-20.pgm 0.439431
octopus-2.pgm 0.481117
octopus-3.pgm 0.510871
octopus-4.pgm 0.328704
octopus-5.pgm 0.338932
octopus-6.pgm 0.361629
octopus-7.pgm 0.419387
octopus-8.pgm 0.324409
octopus-9.pgm 0.339743
pencil-10.pgm 0.146151
pencil-11.pgm 0.157131
pencil-12.pgm 0.233634
pencil-13.pgm 0.147522
pencil-14.pgm 0.215883
pencil-1.pgm 0.22876
pencil-20.pgm 0.223526
pencil-2.pgm 0.160064
pencil-3.pgm 0.238707
pencil-4.pgm 0.222799
pencil-5.pgm 0.245623
pencil-6.pgm 0.206357
pencil-7.pgm 0.164028
pencil-8.pgm 0.170334
pencil-9.pgm 0.189844
personal_car-10.pgm 0.335917
personal_car-11.pgm 0.370743
personal_car-12.pgm 0.335702
personal_car-13.pgm 0.412164
