resultat image
apple-10.pgm 43
apple-11.pgm 46
apple-12.pgm 56
apple-13.pgm 41
apple-14.pgm 47
apple-1.pgm 39
apple-20.pgm 47
apple-2.pgm 49
apple-3.pgm 48
apple-4.pgm 31
apple-5.pgm 48
apple-6.pgm 47
apple-7.pgm 36
apple-8.pgm 41
apple-9.pgm 34
bat-10.pgm 12
bat-11.pgm 13
bat-12.pgm 17
bat-13.pgm 17
bat-14.pgm 18
bat-1.pgm 16
bat-20.pgm 15
bat-2.pgm 13
bat-3.pgm 14
bat-4.pgm 12
bat-5.pgm 10
bat-6.pgm 12
bat-7.pgm 12
bat-8.pgm 12
bat-9.pgm 16
beetle-10.pgm 9
beetle-11.pgm 8
beetle-12.pgm 9
beetle-13.pgm 4
beetle-14.pgm 10
beetle-1.pgm 10
beetle-20.pgm 7
beetle-2.pgm 12
beetle-3.pgm 13
beetle-4.pgm 16
beetle-5.pgm 6
beetle-6.pgm 8
beetle-7.pgm 10
beetle-8.pgm 13
beetle-9.pgm 11
bell-10.pgm 17
bell-11.pgm 17
bell-12.pgm 17
bell-13.pgm 15
bell-14.pgm 15
bell-1.pgm 19
bell-20.pgm 15
bell-2.pgm 13
bell-3.pgm 16
bell-4.pgm 17
bell-5.pgm 19
bell-6.pgm 11
bell-7.pgm 11
bell-8.pgm 14
bell-9.pgm 14
bird-10.pgm 24
bird-11.pgm 9
bird-12.pgm 17
bird-13.pgm 11
bird-14.pgm 13
bird-1.pgm 17
bird-20.pgm 20
bird-2.pgm 20
bird-3.pgm 22
bird-4.pgm 19
bird-5.pgm 23
bird-6.pgm 23
bird-7.pgm 23
bird-8.pgm 23
bird-9.pgm 12
Bone-10.pgm 10
Bone-11.pgm 8
Bone-12.pgm 7
Bone-13.pgm 12
Bone-14.pgm 9
Bone-1.pgm 9
Bone-20.pgm 13
Bone-2.pgm 9
Bone-3.pgm 9
Bone-4.pgm 8
Bone-5.pgm 9
Bone-6.pgm 8
Bone-7.pgm 9
Bone-8.pgm 9
Bone-9.pgm 9
bottle-01.pgm 9
bottle-02.pgm 14
bottle-03.pgm 13
bottle-04.pgm 11
bottle-05.pgm 8
